frequency_shift,S11_magnitude,Q_factor,phase_shift,label
0.1932,-13.61,18.4,36.1,10% kerosene
0.2234,-10.41,14.5,35.6,5% turpentine
0.2321,-10.97,12.3,37.5,15% kerosene
0.1463,-18.57,22.8,44.6,10% turpentine
0.1611,-17.41,18.7,39.9,10% kerosene
0.2322,-12.1,12.1,35.8,15% kerosene
0.1177,-20.12,25.8,47.9,pure
0.1395,-19.22,23.8,47.1,15% turpentine
0.1171,-20.43,25.5,48.4,pure
0.1479,-17.9,24.3,47.4,15% kerosene
0.1682,-15.31,16.9,39.8,pure
0.2434,-9.96,11.6,33.0,10% kerosene
0.2361,-10.02,12.8,33.6,5% kerosene
0.2057,-12.79,13.0,38.5,20% kerosene
0.2376,-10.7,12.2,32.8,10% kerosene
0.2045,-15.63,16.8,40.3,5% turpentine
0.2322,-10.9,14.5,34.9,5% turpentine
0.0963,-21.78,29.3,49.8,10% turpentine
0.2447,-10.51,11.6,32.8,5% turpentine
0.2483,-10.16,10.7,34.2,pure
0.1618,-12.59,15.2,41.8,15% kerosene
0.1223,-20.4,23.2,47.6,20% kerosene
0.1335,-18.92,24.9,45.7,10% turpentine
0.2262,-11.41,12.4,33.3,15% kerosene
0.228,-10.29,12.5,34.1,pure
0.2432,-9.96,11.0,33.5,20% kerosene
0.107,-17.97,22.7,46.1,20% kerosene
0.2181,-12.24,14.7,38.3,10% turpentine
0.2111,-12.25,14.0,37.9,10% turpentine
0.2139,-13.79,13.9,35.0,pure
0.1702,-19.18,18.1,39.8,5% turpentine
0.2074,-13.56,13.6,41.1,20% turpentine
0.1575,-15.05,17.6,42.7,20% kerosene
0.1432,-15.3,18.8,43.7,10% turpentine
0.1981,-10.19,12.8,37.6,20% turpentine
0.2008,-13.13,16.6,36.3,10% turpentine
0.2184,-11.48,13.2,34.4,15% kerosene
0.2195,-11.67,13.5,37.7,5% kerosene
0.2457,-10.08,10.4,32.1,20% turpentine
0.1978,-11.55,14.1,35.2,10% kerosene
0.2482,-9.71,10.6,32.1,5% kerosene
0.1339,-18.85,20.5,47.6,15% kerosene
0.1604,-13.27,13.2,35.7,15% turpentine
0.2463,-9.68,10.4,32.2,pure
0.1106,-20.4,23.8,47.6,10% kerosene
0.1086,-18.08,24.8,48.6,20% turpentine
0.2317,-11.71,12.8,33.1,5% turpentine
0.1881,-12.86,14.6,38.9,pure
0.2432,-10.24,10.8,33.5,10% kerosene
0.1502,-17.9,26.0,46.2,pure
0.097,-21.91,29.9,49.8,15% kerosene
0.2416,-10.64,11.2,33.1,5% kerosene
0.2291,-11.07,14.7,34.8,5% turpentine
0.1525,-19.33,19.3,42.3,5% turpentine
0.2375,-11.57,14.0,37.2,15% kerosene
0.0971,-21.12,28.7,49.3,5% kerosene
0.1178,-18.93,22.5,41.3,20% kerosene
0.1034,-20.09,27.2,46.3,10% kerosene
0.1502,-14.36,21.7,39.5,5% turpentine
0.1194,-20.78,25.2,45.7,20% kerosene
0.1039,-21.59,28.3,49.5,5% kerosene
0.2386,-9.95,12.5,34.0,15% turpentine
0.145,-19.3,19.3,40.4,10% kerosene
0.2235,-11.81,12.0,35.8,20% turpentine
0.1894,-14.81,14.9,36.0,5% turpentine
0.1523,-14.19,16.3,40.6,15% turpentine
0.1295,-19.78,22.0,42.4,pure
0.1457,-15.84,19.4,40.2,20% kerosene
0.1175,-20.41,25.1,47.8,15% turpentine
0.1563,-17.69,21.9,42.7,10% turpentine
0.2063,-13.57,14.1,36.4,5% turpentine
0.1227,-16.38,19.7,46.2,20% turpentine
0.1338,-20.29,22.6,45.3,15% turpentine
0.2026,-11.31,14.2,35.9,20% turpentine
0.2406,-9.88,10.5,31.5,15% turpentine
0.228,-11.34,13.3,36.6,20% kerosene
0.2013,-11.82,14.7,38.7,20% kerosene
0.2357,-9.75,11.5,32.0,15% turpentine
0.1212,-19.01,25.0,43.2,5% turpentine
0.1142,-20.11,22.1,47.6,10% kerosene
0.1456,-12.19,14.8,41.9,20% kerosene
0.2187,-10.98,10.9,34.9,10% kerosene
0.1914,-15.37,20.3,39.7,20% turpentine
0.1227,-19.21,25.0,47.8,5% kerosene
0.1251,-18.35,24.9,45.4,10% kerosene
0.2151,-13.52,15.9,38.7,15% turpentine
0.1822,-11.87,13.8,35.5,10% turpentine
0.115,-19.5,26.0,48.2,10% turpentine
0.1639,-12.85,14.9,38.7,20% turpentine
0.1204,-18.04,22.6,44.9,10% kerosene
0.1891,-16.2,17.8,39.7,10% kerosene
0.1379,-17.42,20.4,46.3,10% turpentine
0.1306,-16.89,19.8,43.7,5% kerosene
0.2155,-10.1,11.6,32.3,5% turpentine
0.1654,-17.19,20.3,44.3,10% turpentine
0.1976,-14.96,15.4,41.8,20% turpentine
0.1316,-20.02,24.9,45.2,5% turpentine
0.1573,-16.17,17.1,44.2,5% turpentine
0.2,-10.32,11.7,34.4,pure
0.2091,-14.92,15.4,39.7,10% turpentine
0.1553,-14.85,17.4,41.9,5% kerosene
0.1597,-12.21,15.9,38.6,pure
0.2376,-10.25,11.5,32.5,5% turpentine
0.1221,-20.77,24.7,44.5,10% kerosene
0.1143,-19.15,21.7,45.3,5% kerosene
0.1071,-21.32,26.2,49.1,10% kerosene
0.1509,-16.98,20.1,39.9,20% turpentine
0.1015,-21.71,28.7,49.2,5% turpentine
0.1952,-11.67,14.0,38.2,15% kerosene
0.1723,-15.19,18.7,43.3,20% kerosene
0.1,-21.33,29.7,49.4,10% kerosene
0.1806,-15.43,17.8,40.0,5% turpentine
0.2252,-10.9,11.8,33.9,10% kerosene
0.1804,-15.58,19.0,42.1,5% turpentine
0.1052,-21.0,28.8,49.0,5% kerosene
0.145,-18.87,20.6,43.7,5% kerosene
0.2327,-9.87,10.9,32.4,15% turpentine
0.1779,-13.98,13.1,42.2,pure
0.1665,-18.17,18.3,41.0,10% kerosene
0.1554,-18.65,22.1,44.4,10% turpentine
0.1514,-14.25,20.1,42.5,15% turpentine
0.2357,-10.41,11.8,35.0,10% turpentine
0.2409,-9.85,10.5,33.9,20% kerosene
0.1103,-20.13,25.8,48.3,5% turpentine
0.1239,-18.34,20.5,44.3,10% kerosene
0.1763,-13.72,17.7,40.1,15% turpentine
0.2137,-11.66,17.0,36.3,20% turpentine
0.2052,-10.84,13.5,36.1,5% turpentine
0.221,-12.26,12.7,33.6,5% turpentine
0.1318,-19.93,24.0,45.7,15% kerosene
0.1171,-18.58,21.1,44.6,5% kerosene
0.1153,-18.12,23.0,44.9,5% kerosene
0.1404,-13.88,20.0,42.1,20% kerosene
0.1386,-18.23,20.1,45.5,5% turpentine
0.1842,-17.3,18.8,41.4,5% kerosene
0.2186,-11.94,13.5,38.2,5% kerosene
0.2344,-12.7,15.5,39.8,5% kerosene
0.1082,-19.64,23.0,48.1,15% kerosene
0.2422,-10.85,11.5,32.3,5% turpentine
0.2017,-13.87,17.9,40.8,5% turpentine
0.2262,-11.39,12.4,37.8,15% kerosene
0.1889,-17.98,15.9,41.7,10% kerosene
0.1897,-14.5,16.6,42.5,5% turpentine
0.2125,-11.54,14.3,37.9,20% turpentine
0.1605,-14.44,18.3,39.8,5% turpentine
0.2027,-12.35,19.6,38.6,10% turpentine
0.243,-9.66,10.3,31.8,10% turpentine
0.1618,-14.88,18.8,38.3,15% kerosene
0.2241,-10.1,12.2,35.2,pure
0.1831,-12.87,20.2,41.6,20% kerosene
0.2399,-9.86,12.5,34.8,pure
0.1653,-15.4,16.4,39.4,15% kerosene
0.102,-20.98,26.3,48.7,15% turpentine
0.1471,-15.5,18.6,41.9,15% kerosene
0.1594,-20.55,21.6,46.3,20% kerosene
0.2043,-14.24,17.0,39.3,10% kerosene
0.1502,-15.75,20.2,45.5,10% turpentine
0.1686,-15.67,19.6,41.9,5% turpentine
0.2298,-10.68,12.3,35.5,5% turpentine
0.1883,-11.61,17.2,36.9,15% turpentine
0.2207,-11.47,12.5,36.0,5% kerosene
0.1444,-14.21,17.0,39.3,20% turpentine
0.2266,-12.41,13.0,35.5,5% turpentine
0.1419,-16.99,20.3,45.8,10% kerosene
0.1491,-18.31,20.8,44.7,15% kerosene
0.2012,-11.67,15.4,34.3,pure
0.1435,-19.1,20.0,45.6,20% turpentine
0.1687,-15.46,19.7,41.9,10% turpentine
0.2204,-12.08,15.1,36.3,10% kerosene
0.181,-12.66,16.4,37.2,5% turpentine
0.1654,-16.23,16.9,40.9,10% kerosene
0.1947,-12.97,16.9,37.8,20% turpentine
0.1984,-12.53,16.4,39.4,20% kerosene
0.2395,-9.88,11.5,31.9,10% turpentine
0.1833,-14.8,17.2,41.5,15% kerosene
0.1697,-12.35,12.5,37.4,5% turpentine
0.173,-14.29,16.0,39.5,5% turpentine
0.2098,-11.33,12.5,35.6,15% turpentine
0.2269,-10.09,13.0,34.8,pure
0.1113,-20.84,25.4,47.7,10% turpentine
0.1191,-20.13,26.5,44.6,pure
0.1707,-16.08,20.4,40.6,5% kerosene
0.2468,-10.45,11.8,32.5,20% kerosene
0.1563,-16.41,21.3,42.2,15% turpentine
0.2122,-13.75,16.7,35.1,10% kerosene
0.1884,-13.23,16.2,34.1,5% kerosene
0.2154,-12.92,16.4,36.8,20% turpentine
0.2242,-10.52,11.9,34.7,15% kerosene
0.1945,-15.06,14.7,39.4,10% turpentine
0.1519,-16.8,17.1,42.0,20% kerosene
0.222,-12.83,13.1,38.9,10% turpentine
0.1527,-17.2,22.7,43.5,5% kerosene
0.2045,-14.86,15.4,41.8,15% kerosene
0.1875,-12.6,14.4,37.8,15% turpentine
0.1199,-18.26,23.3,45.0,pure
0.2292,-10.78,12.0,35.1,15% turpentine
0.1446,-18.53,24.6,44.8,5% kerosene
0.1151,-20.87,25.3,47.1,20% turpentine
0.2014,-15.97,19.0,40.0,5% turpentine
0.1019,-21.44,26.4,48.4,20% turpentine
0.2271,-11.59,13.1,35.3,10% kerosene
0.2204,-12.81,12.8,36.3,15% turpentine
0.2224,-10.73,12.1,34.6,20% kerosene
0.2127,-15.46,18.3,41.8,10% kerosene
0.0952,-21.96,29.9,49.9,10% turpentine
0.2277,-10.75,14.0,36.2,5% kerosene
0.1389,-17.29,21.2,45.9,15% turpentine
0.2113,-11.48,15.8,39.4,pure
0.2296,-10.27,13.0,34.0,15% turpentine
0.1721,-13.0,19.1,44.8,pure
0.1947,-17.49,18.4,39.3,10% turpentine
0.2196,-11.4,13.3,35.4,15% kerosene
0.2043,-12.64,15.8,39.2,20% turpentine
0.115,-18.85,25.3,46.8,pure
0.1836,-12.23,16.3,37.1,5% kerosene
0.2112,-11.27,11.6,35.0,5% kerosene
0.1753,-13.54,14.5,40.8,15% kerosene
0.2277,-11.19,13.2,33.6,15% kerosene
0.2216,-12.07,17.0,34.7,5% turpentine
0.1334,-17.33,24.7,43.5,5% turpentine
0.2459,-9.99,10.2,33.0,pure
0.1437,-14.35,18.4,39.8,20% turpentine
0.1029,-21.29,23.4,48.0,10% kerosene
0.1869,-16.09,17.6,42.5,15% turpentine
0.1167,-18.36,20.6,43.3,10% turpentine
0.155,-19.23,23.1,43.5,20% kerosene
0.1117,-19.64,26.5,47.3,pure
0.2283,-11.05,12.9,38.7,15% kerosene
0.2469,-9.54,10.5,31.4,5% kerosene
0.1077,-21.05,27.4,48.8,15% turpentine
0.238,-11.76,13.2,37.7,10% kerosene
0.1735,-17.03,20.8,40.5,20% kerosene
0.1629,-15.49,19.5,40.8,15% turpentine
0.1231,-18.65,18.7,44.4,15% kerosene
0.1637,-14.69,14.8,38.3,15% kerosene
0.1014,-19.84,28.7,48.4,pure
0.2266,-10.29,13.6,34.6,15% turpentine
0.1779,-17.2,19.4,40.2,20% turpentine
0.1577,-15.45,20.2,43.2,20% kerosene
0.1569,-15.06,18.0,44.0,20% turpentine
0.1678,-13.45,18.7,40.3,15% turpentine
0.2359,-10.36,12.8,35.2,15% kerosene
0.1407,-18.9,21.1,47.5,5% kerosene
0.1857,-13.85,13.7,40.1,20% kerosene
0.211,-12.45,14.1,36.0,10% kerosene
0.1556,-16.23,19.8,37.1,15% turpentine
0.1545,-13.66,18.7,44.1,pure
0.215,-11.75,15.3,34.3,20% kerosene
0.1235,-19.64,23.3,46.7,5% kerosene
0.149,-15.87,18.5,44.7,20% kerosene
0.1631,-17.41,19.4,45.5,15% kerosene
0.2419,-9.98,11.5,32.3,5% turpentine
0.2252,-11.07,12.4,34.4,5% kerosene
0.1759,-15.27,17.2,39.9,pure
0.1905,-14.44,22.2,41.0,5% kerosene
0.1182,-20.17,25.3,46.4,20% turpentine
0.1153,-19.99,25.4,47.0,15% kerosene
0.1035,-20.21,25.1,47.1,20% turpentine
0.2335,-10.6,12.4,34.2,20% kerosene
0.2173,-15.76,19.7,40.5,15% kerosene
0.1336,-16.62,23.4,45.9,5% kerosene
0.1679,-16.75,16.5,39.9,5% turpentine
0.2314,-11.05,16.6,38.5,5% kerosene
0.2347,-11.16,11.4,34.7,20% kerosene
0.1266,-20.34,25.6,46.7,5% kerosene
0.1086,-20.35,22.3,45.3,20% kerosene
0.1256,-20.31,26.3,46.6,10% kerosene
0.2307,-10.93,11.7,33.8,pure
0.2388,-10.46,10.6,34.8,pure
0.2021,-10.8,11.4,35.0,15% kerosene
0.1579,-17.39,16.8,43.8,5% turpentine
0.1418,-19.46,24.7,47.2,5% turpentine
0.1261,-19.55,20.8,46.9,20% kerosene
0.173,-15.67,17.7,41.4,15% turpentine
0.097,-21.67,28.4,49.3,10% kerosene
0.1731,-16.83,19.8,46.2,20% turpentine
0.2364,-10.35,11.5,32.9,20% kerosene
0.158,-18.54,21.1,43.4,20% kerosene
0.1542,-13.1,16.9,39.7,20% turpentine
0.1331,-17.8,23.8,45.3,5% turpentine
0.2229,-14.18,13.3,34.4,pure
0.2128,-10.7,12.8,34.6,5% turpentine
0.1925,-15.33,19.8,41.7,5% kerosene
0.2293,-11.13,14.9,34.7,20% turpentine
0.2383,-9.94,11.1,34.0,15% turpentine
0.1418,-17.5,19.8,42.7,15% turpentine
0.1243,-18.55,26.3,43.2,20% turpentine
0.1976,-12.05,16.6,42.0,10% kerosene
0.1677,-16.74,20.4,41.0,15% kerosene
0.1131,-20.43,24.3,48.4,10% turpentine
0.1525,-16.32,18.5,40.4,5% turpentine
0.1682,-14.67,14.1,41.2,20% kerosene
0.2089,-12.99,15.9,38.0,5% turpentine
0.2498,-9.53,10.1,31.1,10% turpentine
0.1053,-21.51,27.0,48.9,20% kerosene
0.134,-18.68,24.1,44.7,15% turpentine
0.1813,-17.46,18.1,40.5,10% kerosene
0.1134,-18.44,25.3,46.6,10% kerosene
0.1364,-14.78,18.8,43.6,pure
0.1973,-13.44,15.2,42.0,5% kerosene
0.196,-12.31,15.1,38.2,5% kerosene
0.1722,-14.11,20.8,44.0,pure
0.1225,-19.56,26.3,46.1,20% kerosene
0.2269,-10.27,11.4,33.1,15% turpentine
0.1712,-14.87,18.6,41.8,5% kerosene
0.1851,-13.77,17.2,37.0,5% turpentine
0.1176,-18.78,25.8,45.9,5% turpentine
0.145,-16.61,20.7,42.7,5% kerosene
0.1262,-15.09,20.6,45.0,pure
0.0982,-21.7,27.3,49.3,20% kerosene
0.1157,-20.72,25.4,46.7,5% kerosene
0.1132,-20.56,22.8,47.5,5% kerosene
0.2302,-11.17,13.1,34.3,15% kerosene
0.1985,-12.7,15.7,40.8,20% kerosene
0.1951,-14.11,15.5,38.2,20% turpentine
0.2172,-10.73,12.7,34.5,5% kerosene
0.1135,-20.2,23.4,47.8,20% turpentine
0.1781,-16.27,20.7,40.7,5% kerosene
0.2309,-11.32,13.2,33.8,15% turpentine
0.2442,-10.06,10.9,32.2,20% turpentine
0.1186,-19.1,25.7,46.1,pure
0.194,-15.78,16.8,38.2,10% turpentine
0.0984,-21.77,29.7,49.6,15% turpentine
0.1057,-21.34,28.0,49.0,5% kerosene
0.1926,-13.71,17.2,37.9,pure
0.1446,-18.39,24.6,47.1,pure
0.1945,-13.37,14.8,39.1,15% kerosene
0.096,-21.98,29.9,49.8,10% turpentine
0.1222,-20.64,20.9,45.7,20% kerosene
0.1076,-21.41,28.4,49.4,20% turpentine
0.2158,-11.81,15.7,37.7,15% kerosene
0.2491,-9.71,10.3,31.5,5% turpentine
0.2253,-14.66,17.2,38.8,10% kerosene
0.1342,-17.6,18.9,45.5,15% kerosene
0.2341,-10.53,11.5,33.6,15% turpentine
0.236,-11.84,13.9,36.8,5% turpentine
0.1233,-18.53,18.4,46.8,15% kerosene
0.2337,-12.23,13.8,33.0,15% kerosene
0.197,-13.77,16.6,41.4,10% kerosene
0.2069,-14.1,17.9,37.3,20% turpentine
0.1786,-17.16,21.5,42.9,15% kerosene
0.1073,-21.66,25.7,46.3,10% turpentine
0.165,-17.17,19.9,40.0,pure
0.1707,-18.55,20.9,43.0,5% turpentine
0.2179,-12.28,13.4,35.9,10% turpentine
0.1729,-18.08,23.7,44.8,15% turpentine
0.2364,-10.69,12.9,36.2,5% kerosene
0.12,-16.98,22.7,44.6,10% kerosene
0.2177,-11.96,12.5,34.4,15% kerosene
0.2409,-10.73,14.0,36.9,5% kerosene
0.2016,-15.0,15.0,39.7,15% turpentine
0.1921,-12.19,13.7,37.9,pure
0.1406,-19.15,19.7,44.7,15% kerosene
0.2054,-12.76,14.3,34.7,10% kerosene
0.2177,-11.87,12.4,34.2,15% turpentine
0.1669,-13.01,19.1,40.4,15% kerosene
0.1762,-12.89,15.4,40.0,10% turpentine
0.2337,-9.91,13.3,33.5,15% turpentine
0.1852,-14.85,17.6,44.1,5% kerosene
0.212,-11.7,14.7,38.4,5% kerosene
0.2327,-10.89,11.1,32.5,20% kerosene
0.2451,-10.36,13.7,34.5,5% kerosene
0.2451,-10.51,11.0,33.5,5% kerosene
0.1966,-15.2,17.9,37.4,5% kerosene
0.1286,-19.5,26.8,47.4,15% kerosene
0.1079,-20.78,24.0,49.1,15% turpentine
0.1536,-17.99,19.0,46.0,5% kerosene
0.2058,-14.45,16.5,38.2,5% kerosene
0.1322,-15.23,18.0,42.6,20% kerosene
0.2412,-9.68,11.1,32.4,20% kerosene
0.1356,-16.8,23.2,44.1,10% turpentine
0.1075,-19.77,24.6,46.7,10% kerosene
0.1861,-12.34,12.8,37.2,5% kerosene
0.1045,-19.47,23.1,47.2,10% kerosene
0.241,-9.76,10.9,32.8,10% kerosene
0.1979,-13.9,15.8,40.1,10% kerosene
0.172,-14.03,19.1,39.4,10% kerosene
0.1031,-21.36,27.7,49.2,15% turpentine
0.2277,-12.01,13.9,33.6,10% kerosene
0.2495,-9.56,10.2,31.2,20% turpentine
0.1535,-17.27,20.3,40.8,10% turpentine
0.2416,-10.47,12.3,33.1,5% kerosene
0.1539,-16.14,20.4,45.6,20% turpentine
0.2157,-12.59,17.2,37.3,5% turpentine
0.1333,-17.32,20.6,41.1,5% turpentine
0.1572,-17.27,19.6,44.8,20% kerosene
0.146,-14.67,17.5,42.8,20% kerosene
0.2325,-12.43,13.0,34.7,20% kerosene
0.1692,-13.81,15.6,41.0,5% kerosene
0.195,-11.98,12.8,34.8,10% kerosene
0.1444,-17.16,19.1,44.0,5% turpentine
0.165,-13.17,16.7,38.9,10% kerosene
0.1861,-12.7,19.0,41.6,pure
0.1015,-21.34,27.1,49.3,10% turpentine
0.1556,-16.74,18.6,40.3,15% kerosene
0.0973,-20.65,28.3,49.3,20% turpentine
0.213,-11.87,15.5,39.2,5% kerosene
0.1764,-18.84,18.8,41.8,20% turpentine
0.158,-13.61,16.6,39.3,5% turpentine
0.2007,-13.66,17.6,37.4,5% turpentine
0.1623,-14.09,19.6,40.2,10% turpentine
0.2153,-13.29,15.6,41.4,15% kerosene
0.1188,-17.83,23.4,45.6,15% turpentine
0.2173,-12.39,13.1,37.1,15% turpentine
0.1445,-15.87,21.3,43.3,5% kerosene
0.1473,-18.07,21.6,43.1,15% kerosene
0.1854,-10.7,13.6,35.1,15% kerosene
0.1263,-20.81,23.3,48.0,5% turpentine
0.185,-14.51,14.9,38.0,10% kerosene
0.1142,-20.37,27.0,48.6,5% turpentine
0.2392,-9.99,14.1,33.6,5% turpentine
0.2043,-13.5,17.3,41.6,15% turpentine
0.1287,-17.12,22.3,46.8,20% turpentine
0.1252,-19.06,21.8,45.5,15% turpentine
0.2303,-10.55,12.0,34.8,20% turpentine
0.141,-17.55,23.3,43.2,20% kerosene
0.2378,-9.86,10.7,32.7,20% kerosene
0.1889,-11.2,14.8,36.3,20% kerosene
0.2023,-11.67,15.8,38.9,15% kerosene
0.2186,-12.67,14.6,36.8,20% turpentine
0.1702,-13.48,18.5,41.6,pure
0.1399,-20.49,26.9,48.9,pure
0.2487,-9.65,10.7,31.7,15% kerosene
0.1448,-15.74,18.2,42.8,20% turpentine
0.1771,-14.35,20.3,40.5,10% kerosene
0.125,-18.15,24.7,48.2,5% kerosene
0.234,-10.25,11.5,35.9,20% turpentine
0.2316,-10.2,10.9,32.8,15% turpentine
0.109,-21.27,28.5,49.1,15% kerosene
0.2329,-11.79,12.0,32.7,5% turpentine
0.1799,-14.2,17.8,39.6,10% turpentine
0.2269,-10.46,11.3,33.4,10% turpentine
0.1418,-16.43,16.4,43.8,20% turpentine
0.2346,-10.6,12.7,35.4,5% turpentine
0.1397,-19.5,24.0,45.1,15% turpentine
0.2172,-12.87,16.0,37.9,5% turpentine
0.1148,-18.55,22.1,46.6,15% turpentine
0.1333,-20.44,23.4,47.3,5% kerosene
0.1976,-12.25,18.3,40.8,10% turpentine
0.1597,-16.18,22.0,46.2,10% turpentine
0.2406,-10.49,11.1,34.2,20% kerosene
0.2384,-10.69,13.1,32.7,15% turpentine
0.1314,-18.21,23.6,44.9,15% kerosene
0.1726,-18.65,21.1,41.7,15% kerosene
0.2381,-12.3,13.6,34.2,10% kerosene
0.0999,-21.94,28.7,49.4,pure
0.164,-16.12,20.7,41.4,5% turpentine
0.2158,-11.04,13.3,37.4,20% turpentine
0.2215,-11.2,11.3,34.7,5% turpentine
0.16,-16.64,23.1,46.1,15% kerosene
0.1632,-13.74,13.7,39.7,pure
0.1566,-16.86,19.7,44.6,20% turpentine
0.1681,-13.9,17.8,38.9,10% kerosene
0.1092,-19.68,24.5,46.5,pure
0.1731,-18.73,21.7,44.6,20% turpentine
0.2006,-14.36,16.9,40.1,20% turpentine
0.2248,-11.22,14.3,35.7,15% turpentine
0.2342,-10.84,13.0,35.9,20% kerosene
0.2389,-10.27,11.8,33.5,5% kerosene
0.1173,-20.62,25.3,47.3,20% kerosene
0.2093,-12.24,13.9,36.9,10% kerosene
0.1548,-17.87,22.4,41.9,10% kerosene
0.1687,-14.56,18.9,38.4,pure
0.1881,-14.92,22.8,40.5,5% turpentine
0.1911,-15.21,16.1,37.7,5% kerosene
0.1868,-14.06,17.2,40.2,pure
0.1433,-18.78,25.3,47.9,15% kerosene
0.1707,-15.11,17.5,42.2,5% turpentine
0.1944,-14.13,18.6,38.5,10% turpentine
0.193,-13.67,19.2,40.5,pure
0.2412,-9.79,10.4,32.0,20% turpentine
0.2007,-12.7,15.7,38.2,15% kerosene
0.2462,-11.07,13.6,35.0,20% turpentine
0.1896,-13.72,19.7,42.5,pure
0.2246,-11.93,13.7,34.4,10% turpentine
0.1014,-21.43,27.3,49.1,15% turpentine
0.2151,-11.72,13.7,35.7,5% turpentine
0.0974,-19.74,28.6,49.5,pure
0.1176,-19.96,24.9,47.3,10% turpentine
0.1671,-16.26,17.4,42.6,pure
0.175,-14.36,14.0,36.7,15% turpentine
0.194,-13.22,15.3,40.1,10% kerosene
0.1587,-17.87,24.5,45.5,15% turpentine
0.2423,-10.44,11.1,32.4,5% turpentine
0.2249,-11.67,15.0,37.3,5% turpentine
0.2452,-9.95,11.4,32.0,15% kerosene
0.1781,-15.28,18.0,41.5,20% turpentine
0.2087,-12.78,15.8,37.0,20% turpentine
0.1217,-17.56,21.7,47.9,5% turpentine
0.2054,-13.03,15.6,39.1,15% turpentine
0.2357,-11.26,11.9,33.9,5% turpentine
0.1236,-20.69,23.8,45.9,15% kerosene
0.1924,-16.85,17.8,44.4,10% turpentine
0.0989,-21.69,26.7,49.1,pure
0.2327,-10.44,11.7,33.4,5% turpentine
0.1031,-21.66,28.7,49.4,15% turpentine
0.1911,-13.09,14.1,38.8,pure
0.1259,-18.94,23.1,44.3,10% kerosene
0.2288,-10.15,11.2,33.2,15% turpentine
0.2497,-9.52,10.3,31.2,pure
0.2177,-10.56,14.5,35.2,15% turpentine
0.1928,-12.33,14.5,35.9,5% turpentine
0.1787,-12.82,17.3,40.5,15% kerosene
0.2003,-11.97,13.5,39.8,pure
0.1035,-21.18,23.6,48.6,10% kerosene
0.2244,-12.6,14.9,35.6,20% turpentine
0.1727,-17.77,20.1,43.4,20% kerosene
0.1187,-20.59,26.6,47.2,10% kerosene
0.2034,-9.95,13.9,35.9,20% turpentine
0.1696,-17.5,16.4,44.8,20% turpentine
0.2097,-13.54,13.1,35.0,10% turpentine
0.1023,-20.34,21.4,47.0,10% turpentine
0.1694,-15.79,19.6,40.1,15% kerosene
0.204,-13.09,15.2,39.0,20% turpentine
0.1636,-15.9,19.3,39.0,5% turpentine
0.207,-12.19,14.9,38.4,15% kerosene
0.1308,-16.02,21.5,45.0,15% kerosene
0.1478,-17.1,19.7,40.6,20% turpentine
0.1565,-18.19,17.1,42.3,10% kerosene
0.1046,-21.22,27.4,48.0,5% turpentine
0.1665,-16.29,19.8,42.9,10% kerosene
0.1705,-11.71,14.8,39.6,20% kerosene
0.1847,-17.09,19.4,37.2,5% turpentine
0.1537,-19.11,20.9,42.7,20% kerosene
0.1424,-16.9,21.6,43.2,5% turpentine
0.1158,-19.14,22.8,43.5,15% turpentine
0.0974,-21.98,29.0,49.1,15% turpentine
0.1506,-15.23,20.0,41.6,20% turpentine
0.1189,-19.69,25.6,47.3,10% turpentine
0.221,-10.91,12.9,36.0,15% turpentine
0.2073,-12.43,15.4,39.3,10% turpentine
0.2387,-10.14,11.5,36.1,10% kerosene
0.2157,-11.07,16.7,37.7,5% kerosene
0.1566,-13.94,20.0,40.3,pure
0.0996,-20.99,27.0,49.4,20% turpentine
0.2123,-12.39,14.5,34.9,5% kerosene
0.1103,-19.77,24.1,45.1,20% kerosene
0.2021,-12.09,14.0,38.1,15% turpentine
0.1324,-15.93,23.3,42.8,15% turpentine
0.1138,-20.39,25.3,48.1,10% turpentine
0.1603,-12.57,17.8,41.6,5% kerosene
0.1133,-19.68,26.9,48.2,15% kerosene
0.2449,-10.02,10.4,32.3,5% kerosene
0.1052,-21.18,26.7,48.2,5% kerosene
0.1014,-21.91,28.5,49.6,20% kerosene
0.1737,-17.88,18.2,41.4,pure
0.1858,-13.32,16.3,38.5,10% turpentine
0.198,-13.54,16.2,39.0,15% kerosene
0.1038,-20.59,26.7,48.7,15% kerosene
0.1633,-16.91,19.8,40.9,pure
0.1521,-17.79,24.1,44.7,20% kerosene
0.1943,-11.99,13.7,35.8,20% kerosene
0.1694,-15.78,24.7,44.6,10% turpentine
0.1362,-18.42,23.1,43.6,5% kerosene
0.2348,-11.47,10.8,34.7,10% turpentine
0.1851,-16.02,19.6,43.5,10% turpentine
0.2365,-10.12,12.1,32.1,10% kerosene
0.1144,-18.94,23.7,46.5,10% turpentine
0.1529,-13.29,18.5,37.0,15% kerosene
0.1364,-16.91,16.6,43.3,20% kerosene
0.2256,-10.86,11.9,34.5,10% kerosene
0.1814,-13.47,15.5,37.8,20% kerosene
0.2177,-12.11,13.7,36.7,20% turpentine
0.2399,-9.9,10.6,33.4,5% turpentine
0.2428,-10.67,10.8,32.5,10% kerosene
0.1369,-18.7,21.9,46.9,10% turpentine
0.2257,-11.42,12.2,36.0,15% turpentine
0.2252,-12.83,12.1,33.5,10% turpentine
0.2433,-9.87,11.1,33.3,20% turpentine
0.2342,-10.67,12.2,33.5,15% turpentine
